,project,product,groupid,pushid,graph_date,origin,totalcost,tier23_cost,taskcount,tier23_taskcount
233,autoland,firefox,XMGRX4CqQviYuXb0BCooyg,72313,1541420947,push,15.01,3.0,248,36
234,autoland,firefox,exhBGB1oRI652NwSy9o5Xw,72314,1541421757,push,15.44,3.5,286,71
235,autoland,firefox,FGo3YrdFReyyIz3taCGZoQ,72315,1541423061,push,56.48,3.86,1867,119
236,autoland,firefox,GnclFuKEQ4KnaakdIEq1wA,72316,1541423735,push,14.97,3.05,252,36
237,autoland,firefox,XD380_IsRHeyoLO63ud1OA,72317,1541423769,push,16.45,3.54,302,71
238,autoland,firefox,IAJGxkQ1RJOEgAwtc1tUHw,72319,1541426712,push,15.34,3.84,315,97
239,autoland,firefox,ehy0ADGjSWSA55xkntJdBA,72320,1541426750,push,60.93,4.01,1887,121
240,autoland,firefox,BiyT9yrSTMS01Cqo3cPQQw,72321,1541427057,push,16.38,3.79,293,77
241,autoland,firefox,S4YFPZcNRteUwGS6qeo1ig,72322,1541427527,push,29.12,3.16,516,38
242,autoland,firefox,FjcotifCQwm9RB8tM2nxYw,72323,1541427561,push,29.44,3.11,516,38
243,autoland,firefox,Pw66OhY4RGWz15bPA4u5bQ,72325,1541429292,push,59.06,4.66,1900,154
244,autoland,firefox,XxCUmELJSmu6xJKJ8ekc8g,72326,1541429448,push,16.25,4.13,313,97
245,autoland,firefox,QEhwbVJwRqOKbP26w9DgVQ,72327,1541429613,push,14.71,2.9,249,36
246,autoland,firefox,P7ErSaA7R6WMSKOc5oNW9Q,72328,1541429678,push,16.32,3.84,287,71
247,autoland,firefox,cD42qFXtS3ancwikU5zk-g,72329,1541432142,push,15.8,3.58,289,71
248,autoland,firefox,apPSyXAERAm4GPFI58gB5Q,72330,1541432519,push,58.96,4.76,1911,154
